X1,Sex,ageband,Wales_Quintile_2019,popn,category,random
33194,Male,40,4,62900,Category_J,3
33195,Male,40,4,62900,Category_K,0
33196,Male,40,4,62900,Category_L,7
33197,Male,40,4,62900,Category_M,4
33198,Male,40,4,62900,Category_N,0
33199,Male,40,4,62900,Category_O,6
33200,Male,40,4,62900,Category_P,4
33425,Male,40,5,59423,Category_A,30
33426,Male,40,5,59423,Category_B,47
33427,Male,40,5,59423,Category_C,0
33428,Male,40,5,59423,Category_D,3
33429,Male,40,5,59423,Category_E,27
33430,Male,40,5,59423,Category_F,10
33431,Male,40,5,59423,Category_G,33
33432,Male,40,5,59423,Category_H,0
33433,Male,40,5,59423,Category_I,12
33434,Male,40,5,59423,Category_J,1
33435,Male,40,5,59423,Category_K,3
33436,Male,40,5,59423,Category_L,12
33437,Male,40,5,59423,Category_M,5
33438,Male,40,5,59423,Category_N,0
33439,Male,40,5,59423,Category_O,4
33440,Male,40,5,59423,Category_P,9
33665,Male,45,1,64242,Category_A,36
33666,Male,45,1,64242,Category_B,31
33667,Male,45,1,64242,Category_C,0
33668,Male,45,1,64242,Category_D,1
33669,Male,45,1,64242,Category_E,16
33670,Male,45,1,64242,Category_F,3
33671,Male,45,1,64242,Category_G,15
33672,Male,45,1,64242,Category_H,0
33673,Male,45,1,64242,Category_I,2
33674,Male,45,1,64242,Category_J,0
33675,Male,45,1,64242,Category_K,1
33676,Male,45,1,64242,Category_L,5
33677,Male,45,1,64242,Category_M,1
33678,Male,45,1,64242,Category_N,0
33679,Male,45,1,64242,Category_O,5
33680,Male,45,1,64242,Category_P,1
33905,Male,45,2,64040,Category_A,43
33906,Male,45,2,64040,Category_B,34
33907,Male,45,2,64040,Category_C,0
33908,Male,45,2,64040,Category_D,0
33909,Male,45,2,64040,Category_E,20
33910,Male,45,2,64040,Category_F,5
33911,Male,45,2,64040,Category_G,26
33912,Male,45,2,64040,Category_H,1
33913,Male,45,2,64040,Category_I,1
33914,Male,45,2,64040,Category_J,4
33915,Male,45,2,64040,Category_K,0
33916,Male,45,2,64040,Category_L,9
33917,Male,45,2,64040,Category_M,2
33918,Male,45,2,64040,Category_N,0
33919,Male,45,2,64040,Category_O,5
33920,Male,45,2,64040,Category_P,3
34145,Male,45,3,60845,Category_A,40
34146,Male,45,3,60845,Category_B,37
34147,Male,45,3,60845,Category_C,0
34148,Male,45,3,60845,Category_D,1
34149,Male,45,3,60845,Category_E,15
34150,Male,45,3,60845,Category_F,1
34151,Male,45,3,60845,Category_G,17
34152,Male,45,3,60845,Category_H,0
34153,Male,45,3,60845,Category_I,6
34154,Male,45,3,60845,Category_J,3
34155,Male,45,3,60845,Category_K,3
34156,Male,45,3,60845,Category_L,9
34157,Male,45,3,60845,Category_M,0
34158,Male,45,3,60845,Category_N,0
34159,Male,45,3,60845,Category_O,5
34160,Male,45,3,60845,Category_P,5
34385,Male,45,4,58882,Category_A,54
34386,Male,45,4,58882,Category_B,60
34387,Male,45,4,58882,Category_C,0
34388,Male,45,4,58882,Category_D,2
34389,Male,45,4,58882,Category_E,36
34390,Male,45,4,58882,Category_F,6
34391,Male,45,4,58882,Category_G,28
34392,Male,45,4,58882,Category_H,1
34393,Male,45,4,58882,Category_I,4
34394,Male,45,4,58882,Category_J,7
34395,Male,45,4,58882,Category_K,5
34396,Male,45,4,58882,Category_L,7
34397,Male,45,4,58882,Category_M,5
34398,Male,45,4,58882,Category_N,0
34399,Male,45,4,58882,Category_O,4
34400,Male,45,4,58882,Category_P,5
34625,Male,45,5,55289,Category_A,63
34626,Male,45,5,55289,Category_B,98
34627,Male,45,5,55289,Category_C,0
34628,Male,45,5,55289,Category_D,3
34629,Male,45,5,55289,Category_E,45
34630,Male,45,5,55289,Category_F,7
34631,Male,45,5,55289,Category_G,27
34632,Male,45,5,55289,Category_H,0
34633,Male,45,5,55289,Category_I,4
34634,Male,45,5,55289,Category_J,2
34635,Male,45,5,55289,Category_K,8
34636,Male,45,5,55289,Category_L,5
34637,Male,45,5,55289,Category_M,1
34638,Male,45,5,55289,Category_N,0
34639,Male,45,5,55289,Category_O,5
34640,Male,45,5,55289,Category_P,13
34865,Male,50,1,58699,Category_A,56
34866,Male,50,1,58699,Category_B,59
34867,Male,50,1,58699,Category_C,1
34868,Male,50,1,58699,Category_D,0
34869,Male,50,1,58699,Category_E,20
34870,Male,50,1,58699,Category_F,1
34871,Male,50,1,58699,Category_G,17
34872,Male,50,1,58699,Category_H,1
34873,Male,50,1,58699,Category_I,1
34874,Male,50,1,58699,Category_J,1
34875,Male,50,1,58699,Category_K,1
34876,Male,50,1,58699,Category_L,6
34877,Male,50,1,58699,Category_M,0
34878,Male,50,1,58699,Category_N,0
34879,Male,50,1,58699,Category_O,6
34880,Male,50,1,58699,Category_P,3
35105,Male,50,2,60139,Category_A,91
35106,Male,50,2,60139,Category_B,70
35107,Male,50,2,60139,Category_C,0
35108,Male,50,2,60139,Category_D,1
35109,Male,50,2,60139,Category_E,27
35110,Male,50,2,60139,Category_F,5
35111,Male,50,2,60139,Category_G,32
35112,Male,50,2,60139,Category_H,2
35113,Male,50,2,60139,Category_I,0
35114,Male,50,2,60139,Category_J,2
35115,Male,50,2,60139,Category_K,1
35116,Male,50,2,60139,Category_L,5
35117,Male,50,2,60139,Category_M,0
35118,Male,50,2,60139,Category_N,0
35119,Male,50,2,60139,Category_O,5
35120,Male,50,2,60139,Category_P,5
35345,Male,50,3,57407,Category_A,87
35346,Male,50,3,57407,Category_B,92
35347,Male,50,3,57407,Category_C,0
35348,Male,50,3,57407,Category_D,0
35349,Male,50,3,57407,Category_E,25
35350,Male,50,3,57407,Category_F,3
35351,Male,50,3,57407,Category_G,15
35352,Male,50,3,57407,Category_H,2
35353,Male,50,3,57407,Category_I,1
35354,Male,50,3,57407,Category_J,1
35355,Male,50,3,57407,Category_K,2
35356,Male,50,3,57407,Category_L,8
35357,Male,50,3,57407,Category_M,0
35358,Male,50,3,57407,Category_N,0
35359,Male,50,3,57407,Category_O,7
35360,Male,50,3,57407,Category_P,9
35585,Male,50,4,54069,Category_A,102
35586,Male,50,4,54069,Category_B,91
35587,Male,50,4,54069,Category_C,0
35588,Male,50,4,54069,Category_D,2
35589,Male,50,4,54069,Category_E,46
35590,Male,50,4,54069,Category_F,4
35591,Male,50,4,54069,Category_G,16
35592,Male,50,4,54069,Category_H,3
35593,Male,50,4,54069,Category_I,6
35594,Male,50,4,54069,Category_J,1
35595,Male,50,4,54069,Category_K,3
35596,Male,50,4,54069,Category_L,5
35597,Male,50,4,54069,Category_M,3
35598,Male,50,4,54069,Category_N,0
35599,Male,50,4,54069,Category_O,9
35600,Male,50,4,54069,Category_P,22
35825,Male,50,5,48610,Category_A,99
35826,Male,50,5,48610,Category_B,123
35827,Male,50,5,48610,Category_C,0
35828,Male,50,5,48610,Category_D,5
35829,Male,50,5,48610,Category_E,54
35830,Male,50,5,48610,Category_F,4
35831,Male,50,5,48610,Category_G,26
35832,Male,50,5,48610,Category_H,4
35833,Male,50,5,48610,Category_I,5
35834,Male,50,5,48610,Category_J,2
35835,Male,50,5,48610,Category_K,5
35836,Male,50,5,48610,Category_L,8
35837,Male,50,5,48610,Category_M,1
35838,Male,50,5,48610,Category_N,0
35839,Male,50,5,48610,Category_O,5
35840,Male,50,5,48610,Category_P,25
36065,Male,55,1,62607,Category_A,124
36066,Male,55,1,62607,Category_B,79
36067,Male,55,1,62607,Category_C,1
36068,Male,55,1,62607,Category_D,2
36069,Male,55,1,62607,Category_E,26
36070,Male,55,1,62607,Category_F,1
36071,Male,55,1,62607,Category_G,14
36072,Male,55,1,62607,Category_H,1
36073,Male,55,1,62607,Category_I,1
36074,Male,55,1,62607,Category_J,1
36075,Male,55,1,62607,Category_K,3
36076,Male,55,1,62607,Category_L,12
36077,Male,55,1,62607,Category_M,1
36078,Male,55,1,62607,Category_N,0
36079,Male,55,1,62607,Category_O,8
36080,Male,55,1,62607,Category_P,22
36305,Male,55,2,65488,Category_A,151
36306,Male,55,2,65488,Category_B,113
36307,Male,55,2,65488,Category_C,1
36308,Male,55,2,65488,Category_D,0
36309,Male,55,2,65488,Category_E,28
36310,Male,55,2,65488,Category_F,2
36311,Male,55,2,65488,Category_G,19
36312,Male,55,2,65488,Category_H,0
36313,Male,55,2,65488,Category_I,4
36314,Male,55,2,65488,Category_J,1
36315,Male,55,2,65488,Category_K,1
36316,Male,55,2,65488,Category_L,11
36317,Male,55,2,65488,Category_M,0
36318,Male,55,2,65488,Category_N,0
36319,Male,55,2,65488,Category_O,11
36320,Male,55,2,65488,Category_P,18
36545,Male,55,3,62357,Category_A,162
36546,Male,55,3,62357,Category_B,128
36547,Male,55,3,62357,Category_C,4
36548,Male,55,3,62357,Category_D,5
36549,Male,55,3,62357,Category_E,36
36550,Male,55,3,62357,Category_F,2
36551,Male,55,3,62357,Category_G,34
36552,Male,55,3,62357,Category_H,6
36553,Male,55,3,62357,Category_I,1
36554,Male,55,3,62357,Category_J,3
36555,Male,55,3,62357,Category_K,2
36556,Male,55,3,62357,Category_L,10
36557,Male,55,3,62357,Category_M,0
36558,Male,55,3,62357,Category_N,0
36559,Male,55,3,62357,Category_O,9
36560,Male,55,3,62357,Category_P,29
36785,Male,55,4,56380,Category_A,171
36786,Male,55,4,56380,Category_B,153
36787,Male,55,4,56380,Category_C,0
36788,Male,55,4,56380,Category_D,8
36789,Male,55,4,56380,Category_E,47
36790,Male,55,4,56380,Category_F,5
36791,Male,55,4,56380,Category_G,15
36792,Male,55,4,56380,Category_H,3
36793,Male,55,4,56380,Category_I,1
36794,Male,55,4,56380,Category_J,4
36795,Male,55,4,56380,Category_K,3
36796,Male,55,4,56380,Category_L,5
36797,Male,55,4,56380,Category_M,1
36798,Male,55,4,56380,Category_N,0
36799,Male,55,4,56380,Category_O,10
36800,Male,55,4,56380,Category_P,34
37025,Male,55,5,50036,Category_A,209
37026,Male,55,5,50036,Category_B,193
37027,Male,55,5,50036,Category_C,0
37028,Male,55,5,50036,Category_D,5
37029,Male,55,5,50036,Category_E,63
37030,Male,55,5,50036,Category_F,3
37031,Male,55,5,50036,Category_G,24
37032,Male,55,5,50036,Category_H,3
37033,Male,55,5,50036,Category_I,5
37034,Male,55,5,50036,Category_J,2
37035,Male,55,5,50036,Category_K,4
37036,Male,55,5,50036,Category_L,8
37037,Male,55,5,50036,Category_M,3
37038,Male,55,5,50036,Category_N,0
37039,Male,55,5,50036,Category_O,12
37040,Male,55,5,50036,Category_P,40
37265,Male,60,1,58548,Category_A,209
37266,Male,60,1,58548,Category_B,158
37267,Male,60,1,58548,Category_C,1
37268,Male,60,1,58548,Category_D,2
37269,Male,60,1,58548,Category_E,25
37270,Male,60,1,58548,Category_F,0
37271,Male,60,1,58548,Category_G,16
37272,Male,60,1,58548,Category_H,5
37273,Male,60,1,58548,Category_I,1
37274,Male,60,1,58548,Category_J,3
37275,Male,60,1,58548,Category_K,1
37276,Male,60,1,58548,Category_L,11
37277,Male,60,1,58548,Category_M,0
37278,Male,60,1,58548,Category_N,0
37279,Male,60,1,58548,Category_O,9
37280,Male,60,1,58548,Category_P,19
37505,Male,60,2,63120,Category_A,288
37506,Male,60,2,63120,Category_B,186
37507,Male,60,2,63120,Category_C,2
37508,Male,60,2,63120,Category_D,3
37509,Male,60,2,63120,Category_E,28
37510,Male,60,2,63120,Category_F,1
37511,Male,60,2,63120,Category_G,17
37512,Male,60,2,63120,Category_H,5
37513,Male,60,2,63120,Category_I,1
37514,Male,60,2,63120,Category_J,2
37515,Male,60,2,63120,Category_K,0
37516,Male,60,2,63120,Category_L,7
37517,Male,60,2,63120,Category_M,1
37518,Male,60,2,63120,Category_N,0
37519,Male,60,2,63120,Category_O,12
37520,Male,60,2,63120,Category_P,29
37745,Male,60,3,59470,Category_A,261
37746,Male,60,3,59470,Category_B,197
37747,Male,60,3,59470,Category_C,3
37748,Male,60,3,59470,Category_D,3
37749,Male,60,3,59470,Category_E,35
37750,Male,60,3,59470,Category_F,1
37751,Male,60,3,59470,Category_G,31
37752,Male,60,3,59470,Category_H,7
37753,Male,60,3,59470,Category_I,2
37754,Male,60,3,59470,Category_J,4
37755,Male,60,3,59470,Category_K,2
37756,Male,60,3,59470,Category_L,11
37757,Male,60,3,59470,Category_M,1
37758,Male,60,3,59470,Category_N,0
37759,Male,60,3,59470,Category_O,9
37760,Male,60,3,59470,Category_P,45
37985,Male,60,4,52058,Category_A,280
37986,Male,60,4,52058,Category_B,238
37987,Male,60,4,52058,Category_C,3
37988,Male,60,4,52058,Category_D,8
37989,Male,60,4,52058,Category_E,50
37990,Male,60,4,52058,Category_F,1
37991,Male,60,4,52058,Category_G,17
37992,Male,60,4,52058,Category_H,5
37993,Male,60,4,52058,Category_I,2
37994,Male,60,4,52058,Category_J,9
37995,Male,60,4,52058,Category_K,1
37996,Male,60,4,52058,Category_L,13
37997,Male,60,4,52058,Category_M,1
37998,Male,60,4,52058,Category_N,0
37999,Male,60,4,52058,Category_O,9
38000,Male,60,4,52058,Category_P,46
38225,Male,60,5,44117,Category_A,288
38226,Male,60,5,44117,Category_B,252
38227,Male,60,5,44117,Category_C,2
38228,Male,60,5,44117,Category_D,9
38229,Male,60,5,44117,Category_E,66
38230,Male,60,5,44117,Category_F,1
38231,Male,60,5,44117,Category_G,21
38232,Male,60,5,44117,Category_H,8
38233,Male,60,5,44117,Category_I,7
38234,Male,60,5,44117,Category_J,6
38235,Male,60,5,44117,Category_K,2
38236,Male,60,5,44117,Category_L,7
38237,Male,60,5,44117,Category_M,1
38238,Male,60,5,44117,Category_N,0
38239,Male,60,5,44117,Category_O,9
38240,Male,60,5,44117,Category_P,80
38465,Male,65,1,44078,Category_A,284
38466,Male,65,1,44078,Category_B,160
38467,Male,65,1,44078,Category_C,5
38468,Male,65,1,44078,Category_D,4
38469,Male,65,1,44078,Category_E,21
38470,Male,65,1,44078,Category_F,0
38471,Male,65,1,44078,Category_G,11
38472,Male,65,1,44078,Category_H,2
38473,Male,65,1,44078,Category_I,0
38474,Male,65,1,44078,Category_J,5
38475,Male,65,1,44078,Category_K,3
38476,Male,65,1,44078,Category_L,13
38477,Male,65,1,44078,Category_M,1
38478,Male,65,1,44078,Category_N,0
38479,Male,65,1,44078,Category_O,16
38480,Male,65,1,44078,Category_P,61
38705,Male,65,2,48969,Category_A,322
38706,Male,65,2,48969,Category_B,242
38707,Male,65,2,48969,Category_C,5
38708,Male,65,2,48969,Category_D,4
38709,Male,65,2,48969,Category_E,40
38710,Male,65,2,48969,Category_F,3
38711,Male,65,2,48969,Category_G,15
38712,Male,65,2,48969,Category_H,9
38713,Male,65,2,48969,Category_I,2
38714,Male,65,2,48969,Category_J,6
38715,Male,65,2,48969,Category_K,2
38716,Male,65,2,48969,Category_L,26
38717,Male,65,2,48969,Category_M,2
38718,Male,65,2,48969,Category_N,0
38719,Male,65,2,48969,Category_O,19
38720,Male,65,2,48969,Category_P,67
38945,Male,65,3,47433,Category_A,395
38946,Male,65,3,47433,Category_B,274
38947,Male,65,3,47433,Category_C,4
38948,Male,65,3,47433,Category_D,7
38949,Male,65,3,47433,Category_E,49
38950,Male,65,3,47433,Category_F,2
38951,Male,65,3,47433,Category_G,22
38952,Male,65,3,47433,Category_H,6
38953,Male,65,3,47433,Category_I,3
38954,Male,65,3,47433,Category_J,9
38955,Male,65,3,47433,Category_K,1
38956,Male,65,3,47433,Category_L,13
38957,Male,65,3,47433,Category_M,2
38958,Male,65,3,47433,Category_N,0
38959,Male,65,3,47433,Category_O,16
38960,Male,65,3,47433,Category_P,90
39185,Male,65,4,42613,Category_A,350
39186,Male,65,4,42613,Category_B,286
39187,Male,65,4,42613,Category_C,11
39188,Male,65,4,42613,Category_D,4
39189,Male,65,4,42613,Category_E,48
39190,Male,65,4,42613,Category_F,0
39191,Male,65,4,42613,Category_G,20
39192,Male,65,4,42613,Category_H,7
39193,Male,65,4,42613,Category_I,2
39194,Male,65,4,42613,Category_J,4
39195,Male,65,4,42613,Category_K,2
39196,Male,65,4,42613,Category_L,16
39197,Male,65,4,42613,Category_M,0
39198,Male,65,4,42613,Category_N,0
39199,Male,65,4,42613,Category_O,19
39200,Male,65,4,42613,Category_P,101
39425,Male,65,5,36187,Category_A,408
39426,Male,65,5,36187,Category_B,338
39427,Male,65,5,36187,Category_C,8
39428,Male,65,5,36187,Category_D,10
39429,Male,65,5,36187,Category_E,52
39430,Male,65,5,36187,Category_F,3
39431,Male,65,5,36187,Category_G,13
39432,Male,65,5,36187,Category_H,8
39433,Male,65,5,36187,Category_I,2
39434,Male,65,5,36187,Category_J,11
39435,Male,65,5,36187,Category_K,0
39436,Male,65,5,36187,Category_L,14
39437,Male,65,5,36187,Category_M,4
39438,Male,65,5,36187,Category_N,0
39439,Male,65,5,36187,Category_O,21
39440,Male,65,5,36187,Category_P,128
39665,Male,70,1,37486,Category_A,367
39666,Male,70,1,37486,Category_B,264
39667,Male,70,1,37486,Category_C,12
39668,Male,70,1,37486,Category_D,8
39669,Male,70,1,37486,Category_E,34
39670,Male,70,1,37486,Category_F,2
39671,Male,70,1,37486,Category_G,18
39672,Male,70,1,37486,Category_H,11
39673,Male,70,1,37486,Category_I,1
39674,Male,70,1,37486,Category_J,10
39675,Male,70,1,37486,Category_K,0
39676,Male,70,1,37486,Category_L,28
39677,Male,70,1,37486,Category_M,1
39678,Male,70,1,37486,Category_N,0
39679,Male,70,1,37486,Category_O,11
39680,Male,70,1,37486,Category_P,88
39905,Male,70,2,40155,Category_A,449
39906,Male,70,2,40155,Category_B,372
39907,Male,70,2,40155,Category_C,14
39908,Male,70,2,40155,Category_D,9
39909,Male,70,2,40155,Category_E,45
39910,Male,70,2,40155,Category_F,0
39911,Male,70,2,40155,Category_G,18
39912,Male,70,2,40155,Category_H,16
39913,Male,70,2,40155,Category_I,1
39914,Male,70,2,40155,Category_J,11
39915,Male,70,2,40155,Category_K,2
39916,Male,70,2,40155,Category_L,19
39917,Male,70,2,40155,Category_M,0
39918,Male,70,2,40155,Category_N,0
39919,Male,70,2,40155,Category_O,21
39920,Male,70,2,40155,Category_P,102
40145,Male,70,3,39411,Category_A,417
40146,Male,70,3,39411,Category_B,392
40147,Male,70,3,39411,Category_C,10
40148,Male,70,3,39411,Category_D,14
40149,Male,70,3,39411,Category_E,54
40150,Male,70,3,39411,Category_F,0
40151,Male,70,3,39411,Category_G,21
40152,Male,70,3,39411,Category_H,15
40153,Male,70,3,39411,Category_I,1
40154,Male,70,3,39411,Category_J,10
40155,Male,70,3,39411,Category_K,0
40156,Male,70,3,39411,Category_L,28
40157,Male,70,3,39411,Category_M,2
40158,Male,70,3,39411,Category_N,0
40159,Male,70,3,39411,Category_O,18
40160,Male,70,3,39411,Category_P,121
40385,Male,70,4,33973,Category_A,453
40386,Male,70,4,33973,Category_B,458
40387,Male,70,4,33973,Category_C,18
40388,Male,70,4,33973,Category_D,17
40389,Male,70,4,33973,Category_E,44
40390,Male,70,4,33973,Category_F,0
40391,Male,70,4,33973,Category_G,17
40392,Male,70,4,33973,Category_H,12
40393,Male,70,4,33973,Category_I,2
40394,Male,70,4,33973,Category_J,7
40395,Male,70,4,33973,Category_K,1
40396,Male,70,4,33973,Category_L,23
40397,Male,70,4,33973,Category_M,3
40398,Male,70,4,33973,Category_N,0
40399,Male,70,4,33973,Category_O,13
40400,Male,70,4,33973,Category_P,133
40625,Male,70,5,30362,Category_A,459
40626,Male,70,5,30362,Category_B,410
40627,Male,70,5,30362,Category_C,13
40628,Male,70,5,30362,Category_D,18
40629,Male,70,5,30362,Category_E,62
40630,Male,70,5,30362,Category_F,0
40631,Male,70,5,30362,Category_G,18
40632,Male,70,5,30362,Category_H,15
40633,Male,70,5,30362,Category_I,3
40634,Male,70,5,30362,Category_J,14
40635,Male,70,5,30362,Category_K,2
40636,Male,70,5,30362,Category_L,20
40637,Male,70,5,30362,Category_M,0
40638,Male,70,5,30362,Category_N,0
40639,Male,70,5,30362,Category_O,13
40640,Male,70,5,30362,Category_P,167
40865,Male,75,1,29253,Category_A,441
40866,Male,75,1,29253,Category_B,473
40867,Male,75,1,29253,Category_C,24
40868,Male,75,1,29253,Category_D,18
40869,Male,75,1,29253,Category_E,44
40870,Male,75,1,29253,Category_F,1
40871,Male,75,1,29253,Category_G,23
40872,Male,75,1,29253,Category_H,15
40873,Male,75,1,29253,Category_I,0
40874,Male,75,1,29253,Category_J,11
40875,Male,75,1,29253,Category_K,0
40876,Male,75,1,29253,Category_L,26
40877,Male,75,1,29253,Category_M,4
40878,Male,75,1,29253,Category_N,0
40879,Male,75,1,29253,Category_O,28
40880,Male,75,1,29253,Category_P,142
41105,Male,75,2,30935,Category_A,524
41106,Male,75,2,30935,Category_B,519
41107,Male,75,2,30935,Category_C,36
41108,Male,75,2,30935,Category_D,21
41109,Male,75,2,30935,Category_E,50
41110,Male,75,2,30935,Category_F,0
41111,Male,75,2,30935,Category_G,20
41112,Male,75,2,30935,Category_H,27
41113,Male,75,2,30935,Category_I,0
41114,Male,75,2,30935,Category_J,19
41115,Male,75,2,30935,Category_K,0
41116,Male,75,2,30935,Category_L,41
41117,Male,75,2,30935,Category_M,1
41118,Male,75,2,30935,Category_N,0
41119,Male,75,2,30935,Category_O,34
41120,Male,75,2,30935,Category_P,179
41345,Male,75,3,29296,Category_A,502
41346,Male,75,3,29296,Category_B,603
41347,Male,75,3,29296,Category_C,35
41348,Male,75,3,29296,Category_D,17
41349,Male,75,3,29296,Category_E,47
41350,Male,75,3,29296,Category_F,0
41351,Male,75,3,29296,Category_G,23
41352,Male,75,3,29296,Category_H,32
41353,Male,75,3,29296,Category_I,3
41354,Male,75,3,29296,Category_J,16
41355,Male,75,3,29296,Category_K,0
41356,Male,75,3,29296,Category_L,45
41357,Male,75,3,29296,Category_M,2
41358,Male,75,3,29296,Category_N,0
41359,Male,75,3,29296,Category_O,31
41360,Male,75,3,29296,Category_P,206
41585,Male,75,4,26380,Category_A,480
41586,Male,75,4,26380,Category_B,617
41587,Male,75,4,26380,Category_C,40
41588,Male,75,4,26380,Category_D,22
41589,Male,75,4,26380,Category_E,66
41590,Male,75,4,26380,Category_F,0
41591,Male,75,4,26380,Category_G,18
41592,Male,75,4,26380,Category_H,29
41593,Male,75,4,26380,Category_I,3
41594,Male,75,4,26380,Category_J,18
41595,Male,75,4,26380,Category_K,1
41596,Male,75,4,26380,Category_L,44
41597,Male,75,4,26380,Category_M,1
41598,Male,75,4,26380,Category_N,0
41599,Male,75,4,26380,Category_O,26
41600,Male,75,4,26380,Category_P,223
41825,Male,75,5,22825,Category_A,485
41826,Male,75,5,22825,Category_B,578
41827,Male,75,5,22825,Category_C,33
41828,Male,75,5,22825,Category_D,21
41829,Male,75,5,22825,Category_E,69
41830,Male,75,5,22825,Category_F,1
41831,Male,75,5,22825,Category_G,29
41832,Male,75,5,22825,Category_H,19
41833,Male,75,5,22825,Category_I,7
41834,Male,75,5,22825,Category_J,23
41835,Male,75,5,22825,Category_K,1
41836,Male,75,5,22825,Category_L,31
41837,Male,75,5,22825,Category_M,4
41838,Male,75,5,22825,Category_N,0
41839,Male,75,5,22825,Category_O,24
41840,Male,75,5,22825,Category_P,220
42065,Male,80,1,19796,Category_A,384
42066,Male,80,1,19796,Category_B,603
42067,Male,80,1,19796,Category_C,61
42068,Male,80,1,19796,Category_D,15
42069,Male,80,1,19796,Category_E,51
42070,Male,80,1,19796,Category_F,0
42071,Male,80,1,19796,Category_G,33
42072,Male,80,1,19796,Category_H,35
42073,Male,80,1,19796,Category_I,5
42074,Male,80,1,19796,Category_J,15
42075,Male,80,1,19796,Category_K,0
42076,Male,80,1,19796,Category_L,47
42077,Male,80,1,19796,Category_M,2
42078,Male,80,1,19796,Category_N,0
42079,Male,80,1,19796,Category_O,22
42080,Male,80,1,19796,Category_P,182
42305,Male,80,2,20842,Category_A,524
42306,Male,80,2,20842,Category_B,651
42307,Male,80,2,20842,Category_C,73
42308,Male,80,2,20842,Category_D,26
42309,Male,80,2,20842,Category_E,71
42310,Male,80,2,20842,Category_F,0
42311,Male,80,2,20842,Category_G,31
42312,Male,80,2,20842,Category_H,33
42313,Male,80,2,20842,Category_I,3
42314,Male,80,2,20842,Category_J,27
42315,Male,80,2,20842,Category_K,1
42316,Male,80,2,20842,Category_L,29
42317,Male,80,2,20842,Category_M,4
42318,Male,80,2,20842,Category_N,0
42319,Male,80,2,20842,Category_O,41
42320,Male,80,2,20842,Category_P,248
42545,Male,80,3,19968,Category_A,451
42546,Male,80,3,19968,Category_B,681
42547,Male,80,3,19968,Category_C,50
42548,Male,80,3,19968,Category_D,19
42549,Male,80,3,19968,Category_E,52
42550,Male,80,3,19968,Category_F,1
42551,Male,80,3,19968,Category_G,16
42552,Male,80,3,19968,Category_H,38
42553,Male,80,3,19968,Category_I,4
42554,Male,80,3,19968,Category_J,27
42555,Male,80,3,19968,Category_K,2
42556,Male,80,3,19968,Category_L,35
42557,Male,80,3,19968,Category_M,1
42558,Male,80,3,19968,Category_N,0
42559,Male,80,3,19968,Category_O,34
42560,Male,80,3,19968,Category_P,291
42785,Male,80,4,18130,Category_A,440
42786,Male,80,4,18130,Category_B,618
42787,Male,80,4,18130,Category_C,69
42788,Male,80,4,18130,Category_D,24
42789,Male,80,4,18130,Category_E,66
42790,Male,80,4,18130,Category_F,0
42791,Male,80,4,18130,Category_G,25
42792,Male,80,4,18130,Category_H,45
42793,Male,80,4,18130,Category_I,2
42794,Male,80,4,18130,Category_J,20
42795,Male,80,4,18130,Category_K,0
42796,Male,80,4,18130,Category_L,53
42797,Male,80,4,18130,Category_M,2
42798,Male,80,4,18130,Category_N,0
42799,Male,80,4,18130,Category_O,30
42800,Male,80,4,18130,Category_P,312
43025,Male,80,5,15012,Category_A,406
43026,Male,80,5,15012,Category_B,587
43027,Male,80,5,15012,Category_C,44
43028,Male,80,5,15012,Category_D,13
43029,Male,80,5,15012,Category_E,56
43030,Male,80,5,15012,Category_F,0
43031,Male,80,5,15012,Category_G,30
43032,Male,80,5,15012,Category_H,34
43033,Male,80,5,15012,Category_I,7
43034,Male,80,5,15012,Category_J,28
43035,Male,80,5,15012,Category_K,2
43036,Male,80,5,15012,Category_L,32
43037,Male,80,5,15012,Category_M,4
43038,Male,80,5,15012,Category_N,0
43039,Male,80,5,15012,Category_O,33
43040,Male,80,5,15012,Category_P,284
43265,Male,85,1,9429,Category_A,288
43266,Male,85,1,9429,Category_B,555
43267,Male,85,1,9429,Category_C,64
43268,Male,85,1,9429,Category_D,19
43269,Male,85,1,9429,Category_E,48
43270,Male,85,1,9429,Category_F,0
43271,Male,85,1,9429,Category_G,29
43272,Male,85,1,9429,Category_H,42
43273,Male,85,1,9429,Category_I,6
43274,Male,85,1,9429,Category_J,16
43275,Male,85,1,9429,Category_K,0
43276,Male,85,1,9429,Category_L,25
43277,Male,85,1,9429,Category_M,2
43278,Male,85,1,9429,Category_N,0
43279,Male,85,1,9429,Category_O,24
43280,Male,85,1,9429,Category_P,198
43505,Male,85,2,10560,Category_A,335
43506,Male,85,2,10560,Category_B,621
43507,Male,85,2,10560,Category_C,64
43508,Male,85,2,10560,Category_D,12
43509,Male,85,2,10560,Category_E,46
43510,Male,85,2,10560,Category_F,0
43511,Male,85,2,10560,Category_G,26
43512,Male,85,2,10560,Category_H,41
43513,Male,85,2,10560,Category_I,7
43514,Male,85,2,10560,Category_J,23
43515,Male,85,2,10560,Category_K,2
43516,Male,85,2,10560,Category_L,27
43517,Male,85,2,10560,Category_M,3
43518,Male,85,2,10560,Category_N,0
43519,Male,85,2,10560,Category_O,35
43520,Male,85,2,10560,Category_P,246
43745,Male,85,3,10204,Category_A,258
43746,Male,85,3,10204,Category_B,532
43747,Male,85,3,10204,Category_C,70
